"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'7316";"Anchors, grapnels and parts thereof, of iron or steel";37;0;0;0;2314;0;1;0;189;0;0;4347;20;3;1342;27;1522;0;0;89
"'3405";"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ...";1;36;78;60;101;159;139;52;138;52;58;71;75;54;90;70;90;109;151;86
"'3701";"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...";171;168;153;2;15;33;7;1;61;12;7;19;49;75;134;208;94;236;91;85
"'8447";"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ...";504;212;444;485;678;1362;228;472;528;320;492;280;485;799;422;205;199;136;174;85
"'8303";"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...";8;3;61;173;80;419;886;153;161;60;34;49;26;199;158;409;61;112;105;85
"'8486";"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ...";0;0;0;0;0;0;0;0;0;0;0;0;0;9;265;55;250;21;64;83
"'8521";"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. ...";2;23;0;28;2;480;433;254;14;180;73;73;99;80;90;53;70;25;13;82
"'8545";"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ...";2;622;554;753;770;1452;368;416;90;305;162;148;65;87;151;223;173;205;194;82
"'5404";"Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...";1;0;18;15;1;7;0;69;34;0;32;0;31;32;9;186;48;143;33;82
"'3807";"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...";0;0;0;0;0;0;0;0;0;0;0;6;66;0;10;66;50;57;156;81
"'1702";"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ...";1066;1054;739;839;709;354;252;451;244;86;11;32;40;88;159;361;240;180;168;80
"'7020";"Articles of glass, n.e.s.";1450;612;499;151;776;585;308;182;152;133;156;105;190;93;185;187;494;285;130;78
"'9107";"Time switches with clock or watch movement or with synchronous motor";0;2;1;5;1;48;3;4;12;26;1;0;8;1;5;10;4;4;88;77
"'9612";"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...";4292;4187;3643;2895;2186;1590;1171;743;567;525;459;103;41;38;71;104;123;43;31;75
"'1005";"Maize or corn";6;1;17;48;83;217;239;133;105;1;10795;53;4;73;70;88;62;2;16;75
"'2933";"Heterocyclic compounds with nitrogen hetero-atom[s] only";33;56;99;61;231;58;766;19;171;139;27;353;107;53;66;508;159;173;4;74
"'8212";"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips";7;71;71;12;0;0;36;147;2;4;5;425;296;921;113;36;388;199;2;74
"'1206";"Sunflower seeds, whether or not broken";16;0;0;0;39;39;26;5;14;2;4;176;166;13;0;284;61;0;0;73
"'7223";"Wire of stainless steel, in coils (excluding bars and rods)";0;0;2;5;0;4;0;0;0;18;0;2;4;3;2;77;0;3;0;72
"'7409";"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excl. expanded sheet and ...";322;39;617;154;113;6;572;6;395;8;97;5;9;2;5;14;69;61;5;71
"'5202";"Cotton waste, incl. yarn waste and garnetted stock";1123;1286;419;916;1209;1269;2131;963;478;724;435;484;327;112;124;85;104;112;129;71
"'8112";"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium ...";0;0;3;0;74;0;225;0;0;0;192;184;117;210;380;341;18;18;120;70
"'7901";"Unwrought zinc :";151;0;0;0;358;1027;0;6;56;1;918;65;65;180;0;309;70;154;69;70
"'2003";"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid";568;720;495;606;1155;768;1791;1200;1061;569;1825;194;1365;463;350;407;705;235;684;69
"'2712";"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ...";0;0;0;0;90;206;46;29;34;45;18;60;7;10;31;42;186;1;27;69
"'9601";"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...";250;225;188;233;247;218;81;45;88;302;1192;1688;1817;1418;903;408;180;40;149;69
"'9024";"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ...";53;33;9;9;2;2;288;52;58;18;70;110;159;175;107;73;125;95;271;69
"'2818";"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide";3;3;0;0;0;0;30;36;0;16;28;25;6;102;12;0;469;0;56;68
"'2918";"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...";22;19;4;17;51;110;5;37;16;0;25;64;8;6;34;51;28;9;94;67
"'3603";"Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators ...";125;167;0;263;657;0;35;1409;504;171;827;128;56;0;0;8;358;449;538;67
"'4804";"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ...";1739;953;316;163;127;172;322;45;9;17;1;49;130;305;364;102;57;96;124;67
"'8510";"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ...";2;7;592;891;796;823;1107;693;773;533;503;656;444;420;190;14;6;5;5;67
"'8464";"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...";128;3;122;176;79;8;40;521;37;94;472;371;109;63;362;365;52;56;1706;66
"'8711";"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ...";212;9;35;28;79;68;420;79;55;99;91;27;184;149;256;61;2021;3370;958;65
"'2513";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ...";3;2;2;16;19;27;30;61;30;41;66;97;198;101;79;64;65;47;88;64
"'2526";"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...";21;1;0;0;0;3;8;0;0;0;0;0;0;0;7;3;0;4;7;64
"'9007";"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ...";7;10;12;0;1;47;0;78;47;7;16;26;291;26;70;30;1;12;6;63
"'8453";"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ...";101;42;186;1391;1540;1322;201;236;269;555;53;468;127;187;136;115;85;87;28;63
"'5311";"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...";0;3;70;8;20;1;0;1;3;137;102;338;17;9;0;14;12;249;69;61
"'2941";"Antibiotics";5;11;123;330;57;17;34;23;10;595;0;78;106;344;0;23;123;2;76;61
"'8444";"Machines for extruding, drawing, texturing or cutting man-made textile materials";2;0;37;2;0;1221;0;250;6;36;55;169;67;51;19;69;216;24;9;60
"'9208";"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ...";3;1;0;1;2;1;62;19;34;19;11;14;21;32;16;35;16;28;122;59
"'5906";"Rubberised textile fabrics (excl. tyre cord fabric of high-tenacity yarn of nylon or other ...";6;0;0;19;71;8;44;24;4;0;5;14;25;28;23;2;8;23;119;58
"'7222";"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s.";0;0;34;4;25;1;18;0;0;109;46;24;193;561;84;19;3;32;62;58
"'2703";"Peat, incl. peat litter, whether or not agglomerated";24;14;4;0;0;30;30;192;6;12;18;0;0;60;94;198;25;35;28;57
"'0201";"Meat of bovine animals, fresh or chilled";2;0;0;0;0;0;0;5;0;0;0;28;0;0;0;31;1;3;10;56
"'7229";"Wire of alloy steel other than stainless, in coils (excl. bars and rods)";0;0;0;1;4;0;0;3;0;2;16;21;0;0;19;3;0;2;0;56
"'8202";"Handsaws, with working parts of base metal (excl. power-operated saws); blades for saws of ...";55;20;27;7;14;73;90;145;33;83;79;39;108;26;742;71;182;178;35;54
"'2806";"Hydrogen chloride ""hydrochloric acid""; chlorosulphuric acid";0;1;0;0;0;53;0;1;0;5;9;22;9;4;5;30;1;0;35;54
"'3404";"Artificial waxes and prepared waxes";0;1;1;0;37;19;1;4;69;22;3;32;6;8;9;12;5;32;24;53
"'2801";"Fluorine, chlorine, bromine and iodine";0;0;8;0;0;0;0;0;0;2;0;0;14;2;0;69;1;5;3;48
"'5601";"Wadding of textile materials and articles thereof; textile fibres with a length of <= 5 mm ...";15;10;16;12;23;18;14;9;14;153;34;168;89;86;83;91;84;97;177;47
"'6909";"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ...";0;1;40;19;2;12;16;0;335;121;40;15;1;3;10;0;1;31;5;46
"'7415";"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...";19;38;32;19;81;1203;1466;10;90;78;234;31;64;105;62;55;62;78;133;46
"'2105";"Ice cream and other edible ice, whether or not containing cocoa";23;4;0;28;0;54;0;0;0;0;0;0;0;23;0;15;79;0;40;46
"'0203";"Meat of swine, fresh, chilled or frozen";0;15;4;0;0;0;1;0;0;0;94;154;18;1;0;1;1;8;76;45
"'7220";"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...";45;0;4;14;10;0;5;1;0;2;6;5;14;5;32;31;141;57;66;45
"'8463";"Machine tools for working metal, sintered metal carbides or cermets, without removing material ...";169;89;3;9;573;294;48;577;737;272;63;20;197;199;18;1210;462;43;93;44
"'8468";"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ...";45;4;1;12;2;50;212;124;24;108;74;206;92;18;61;39;74;35;45;42
"'3811";"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ...";1;0;5;0;1;40;12;419;1;18;76;2;10;102;1;14;10;50;73;42
"'3910";"Silicones in primary forms";120;46;1;0;1588;3000;1388;38;16;33;25;11;106;38;30;44;60;54;25;42
"'4101";"Raw hides and skins of bovine ""incl. buffalo"" or equine animals, fresh, or salted, dried, limed, ...";0;0;1594;17;0;2;0;135;97;12;0;0;0;52;0;5;0;19;10;42
"'3815";"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber ...";280;50;66;150;158;31;31;283;589;677;380;8004;307;291;124;86;349;61;112;40
"'9002";"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ...";21;38;5;4;105;737;146;10;20;1;1;11;1560;395;27;73;110;14;1;40
"'9003";"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s.";612;211;29;36;66;30;38;5;7;55;135;26;9;460;408;221;59;4;13;40
"'7103";"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ...";0;0;0;0;2;0;1406;0;53;0;0;0;4;1;107;139;18;0;12;40
"'4810";"Paper and paperboard, coated on one or both sides with kaolin ""China clay"" or other inorganic ...";4759;4280;3208;1692;1718;1688;1506;1404;2815;1364;366;59;45;27;106;84;12;7;6;39
"'8472";"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ...";450;830;1203;1200;2894;3480;5748;5154;4327;4214;3836;2748;2788;3028;1754;1953;1471;201;247;38
"'6308";"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...";11;1;8;8;8;2;7;1279;2;19;3;4;18;105;60;94;26;7;71;37
"'3918";"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ...";182;190;201;468;321;426;392;345;219;121;76;95;556;852;262;108;153;129;311;37
"'3101";"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...";0;0;4;40;15;331;104;71;49;95;85;18;1349;141;79;50;30;1;29;36
"'9505";"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...";1;12;18;0;11;2;6;1;4;11;9;12;175;8;5;0;4;1;11;36
"'3816";"Refractory cements, mortars, concretes and similar compositions (excluding preparations based ...";8;6;7;1;6;64;0;171;14;49;16;12;120;87;22;24;39;19;26;35
"'4004";"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom";29;0;881;475;0;0;0;0;6;0;0;0;2;0;0;0;0;4;8;35
"'3810";"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ...";2;2;0;0;26;0;2;1;5;1;33;8;7;11;3;25;68;18;16;34
"'2931";"Separate chemically defined organo-inorganic compounds (excl. organo-sulphur compounds and ...";0;0;0;0;0;0;0;0;34;15;0;0;0;0;0;0;1;17;16;34
"'2715";"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...";0;0;0;16;0;0;0;0;0;0;3;19;225;0;75;54;83;48;74;33
"'2823";"Titanium oxides";4;1;0;17;0;0;25;0;0;0;3;40;21;11;51;18;72;111;31;33
"'6504";"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...";83;103;20;25;0;5;27;10;39;25;2;12;14;47;9;13;24;34;36;33
"'2909";"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ...";21;2;3;0;5;10;2;0;0;0;0;19;1;1;0;13;6;13;3;32
"'3812";"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ...";1;5;6;5;0;18;127;38;16;91;18;94;94;36;44;16;12;156;81;31
"'8215";"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...";108;113;223;189;127;124;147;2313;4255;4088;1921;2568;879;120;68;67;54;18;45;31
"'8485";"Machines for additive manufacturing";69;7;383;249;598;1870;10123;8695;13325;13045;10887;12068;0;0;0;0;0;0;0;30
"'5110";"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...";0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30
"'4817";"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ...";1;33;107;9;8;295;10;3;265;117;376;25;213;327;214;2;88;7;15;29
"'2912";"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ...";0;0;208;249;282;285;0;321;285;0;7;17;0;0;0;0;4;1;9;29
"'2820";"Manganese oxides";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
"'9019";"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ...";1234;4;5;19;18;63;152;25;14;22;18;86;64;141;147;106;210;60;121;28
"'8209";"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets";0;1;9;0;16;0;2;0;0;0;1;21;12;15;25;4;33;2;29;28
"'2006";"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar ""drained, ...";61;45;0;6;19;13;15;47;90;74;36;42;44;115;129;16;14;41;9;27
"'2832";"Sulphites; thiosulphates";0;0;0;0;13;0;1;21;14;8;0;31;2;2;7;70;26;13;20;26
"'2840";"Borates; peroxoborates ""perborates""";1;4;3;4;0;0;0;0;1;3;8;8;1;5;5;6;0;2;7;26
"'4910";"Calendars of any kinds, printed, incl. calendars blocks";47;80;27;51;28;65;3;82;93;82;58;35;80;87;106;100;15;21;32;26
"'8903";"Yachts and other vessels for pleasure or sports; rowing boats and canoes";933;450;6210;1582;493;1300;3594;2100;2350;338;62;40;34;14;3;148;3;60;20;26
"'8211";"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ...";44;34;98;47;44;82;45;17;25;58;8;28;38;62;67;50;67;25;35;25
"'3503";"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...";8;0;61;0;0;0;0;2;0;0;17;1;36;8;22;13;55;15;73;24
"'5704";"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up";86;1;1;5;1;33;0;24;0;0;1;7;1;45;2;3;16;1;12;23
"'6801";"Setts, curbstones and flagstones, of natural stone (excluding slate)";5;118;74;125;76;19;5;0;10;1;0;24;217;282;293;128;180;263;507;22
"'8709";"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...";0;6;0;189;12;8;1;3;59;34;204;50;30;81;298;12;33;27;6;22
"'2923";"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ...";2936;0;0;0;3;7;0;5;4;0;11;70;50;11;47;20;49;18;57;22
"'5109";"Yarn of wool or fine animal hair, put up for retail sale";1;2;0;0;0;0;0;2;0;6;1;0;0;0;0;24;0;0;1;22
"'4906";"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...";0;1;1;0;172;0;2;0;40;4;0;0;4;0;1;0;0;2;1;22
"'2503";"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)";1078;0;0;6;14;59;501;8;4;6;7;101;80;0;3;4;98;37;56;22
"'4005";"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excl. mixtures ...";0;5;53;32;19;7;60;4;3;47;44;24;208;234;399;666;475;176;52;21
"'2915";"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ...";1;4;9;0;1;16;14;24;12;38;9;11;23;97;48;20;38;17;95;21
"'7303";"Tubes, pipes and hollow profiles, of cast iron";18;17;1;79;99;225;0;5;55;86;185;26;308;49;206;87;105;3;9;21
"'9106";"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...";7;1;1;2;1;11;2;12;0;19;1;3;16;24;11;14;25;4;0;21
"'9029";"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excl. ...";3;1;3;29;98;61;8357;4568;252;140;48;38;116;23;87;65;43;61;85;20
"'7016";"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...";16;1;9;3;4;8;24;3;1;1;25;4;40;17;16;9;2;1;30;20
"'8508";"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners";0;0;0;0;0;0;0;0;0;0;0;0;97;263;351;82;260;43;36;20
"'0801";"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled";0;1;0;0;0;0;3;2;32;41;3;1;0;1;0;1;3;121;7;20
"'8434";"Milking machines and dairy machinery (excl. refrigerating or heat treatment equipment, cream ...";0;0;0;16;0;9;24;663;0;241;31;10;47;14;25;32;20;12;13;19
