"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'8487";"Machinery parts, n.e.s. in chapter 84 (excl. parts containing electrical connectors, insulators, ...";0;0;0;0;0;0;0;0;0;0;0;0;9235;6045;6265;6219;6923;5651;5583;6696
"'6309";"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...";0;0;32;1054;4282;9148;13422;17435;18463;15953;14515;15534;10133;12853;11783;13170;13825;10772;12768;6672
"'8418";"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ...";180;360;313;108;331;2159;3616;1031;1715;2152;2118;2320;1543;1703;2180;2373;3902;3025;5416;6661
"'8477";"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...";705;121;333;357;938;968;1024;2107;835;1210;3627;2311;1942;1266;2652;2870;5478;3638;6719;6594
"'9606";"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ...";124;53;223;553;1089;1647;2007;1163;1151;661;689;716;672;691;995;1286;2164;2901;3387;6563
"'5509";"Yarn of synthetic staple fibres (excl. sewing thread and yarn put up for retail sale)";5364;11867;12580;14283;10222;9027;7143;10039;9338;7166;8399;9985;5369;4605;4245;6894;4933;5864;4818;6532
"'5903";"Textile fabrics impregnated, coated, covered or laminated with plastics (excl. tyre cord fabric ...";199;87;338;533;704;702;1088;599;829;1446;5089;1645;754;405;3925;1518;4300;4946;4405;6523
"'8502";"Electric generating sets and rotary converters";145;1112;117;1449;1566;2545;1458;1960;1772;1481;2115;5677;5699;6744;7296;7198;5784;4156;7233;6366
"'7616";"Articles of aluminium, n.e.s.";1014;1246;2083;2478;3845;5565;7572;5386;7379;4960;5907;6420;5249;6466;5473;7692;6988;6118;7334;6224
"'3305";"Preparations for use on the hair";657;461;574;607;581;736;2094;4317;4402;5720;9208;9781;4928;6903;7347;7830;9152;8582;7614;6202
"'5208";"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m�";1335;1061;5271;12592;6639;4805;4917;4781;4362;1852;2346;2738;2204;3163;2271;1961;2950;6576;3806;5960
"'8503";"Parts suitable for use solely or principally with electric motors and generators, electric ...";40;106;190;473;427;733;1096;1339;644;404;1077;1709;1394;1611;4890;3547;4476;4488;5700;5818
"'9701";"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...";234;215;254;298;356;380;245;2499;5063;278;3026;4074;10723;515;1461;1566;1328;1304;6527;5780
"'4105";"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excl. further ...";99;81;102;309;5293;11666;9916;6720;11038;13470;12309;7509;5310;3744;3895;3725;4869;3025;7087;5748
"'8501";"Electric motors and generators (excl. generating sets)";82;262;298;944;1155;1269;836;1542;1418;1393;2459;4335;4466;3941;4484;3935;5120;5097;4605;5672
"'8207";"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ...";55;481;2463;623;1992;617;642;2722;942;1569;610;1455;599;1436;821;3083;3731;6798;9461;5489
"'8429";"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ...";11;1452;1131;1734;6327;11725;13632;17147;12136;12977;9626;23896;7730;13168;7166;5860;9186;10623;4216;5410
"'1806";"Chocolate and other food preparations containing cocoa";12;107;96;1800;571;1860;4296;4476;4359;6614;6737;5109;5209;3863;3321;2240;3849;3344;4172;5372
"'2204";"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ...";8913;11676;9482;8682;11579;10993;9143;9184;10907;5747;8257;12111;11491;10427;9975;10679;12023;6080;3975;5228
"'3209";"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ...";15;6;32;117;65;362;283;1443;1464;2009;2259;3357;3522;4779;4355;2711;2325;4097;5933;5213
"'2508";"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ...";3734;3394;3898;5008;6279;7375;5216;5581;6414;6884;8434;7705;6847;5188;6088;7010;7106;5521;6513;5181
"'2620";"Slag, ash and residues containing metals, arsenic or their compounds (excl. those from the ...";506;974;963;1702;1850;747;610;1291;2676;1136;1590;2539;1481;1064;4869;8590;6626;3527;4350;5174
"'8407";"Spark-ignition reciprocating or rotary internal combustion piston engine";4;398;354;57;10057;8684;50;409;711;197;97;67;699;13621;271;289;10642;8367;15788;5167
"'2309";"Preparations of a kind used in animal feeding";0;0;358;0;12;101;482;1144;2121;11417;3814;5823;4808;3704;2585;2477;1546;11575;3373;5153
"'7311";"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...";2984;403;856;137;105;523;2344;2107;2194;460;1338;755;2566;2398;1678;2264;2368;3239;8397;5145
"'8431";"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s.";1846;2644;4006;5832;6477;10198;4206;5596;3115;3838;4063;13242;2004;1373;3646;3794;5451;2991;3973;5053
"'0904";"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ...";1968;1212;1035;998;1019;762;1626;2468;3000;3733;5250;6443;2297;2337;3952;5211;3775;5396;6966;4921
"'8529";"Parts suitable for use solely or principally with flat panel display modules, transmission ...";21750;23811;20005;3599;2228;969;1274;912;4373;12819;4422;2972;2789;5106;9441;7046;4785;5322;6479;4920
"'3905";"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ...";0;6;19;400;410;375;143;26;177;755;1539;1273;1830;2786;3077;3118;3986;4113;3207;4880
"'9506";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ...";2919;107;114;213;43;56;808;1546;2526;1626;1813;1660;1422;1563;1135;1452;1160;1949;3915;4848
"'7209";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", ...";10539;1953;14864;9252;5079;7181;5108;11731;8470;12128;8026;682;8060;11444;5078;5515;3054;3076;8923;4762
"'9404";"Mattress supports (excl. spring interiors for seats); articles of bedding and similar furnishing, ...";2820;2728;2674;2185;1818;1736;2273;2066;3150;2375;2431;2196;2487;4250;3717;3914;3646;2909;3713;4742
"'6813";"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ...";3743;3920;3623;5982;7067;6676;5790;6414;8202;7923;8427;9286;6434;6073;4271;4396;4188;4454;6039;4723
"'6209";"Babies' garments and clothing accessories of textile materials (excl. knitted or crocheted ...";17080;14695;14993;16813;15435;13945;14837;13786;24097;17796;16181;17602;13005;16110;18005;20160;14605;4994;5525;4620
"'5603";"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s.";492;160;301;214;179;350;581;184;506;105;417;2340;425;1515;911;2981;2176;5173;7427;4609
"'7007";"Safety glass, toughened ""tempered"", laminated safety glass (excl. multiple-walled insulating ...";2625;4007;4344;5328;5705;5776;3100;4847;5403;5841;6101;8018;7741;7418;16268;38415;58163;72549;72759;4503
"'8523";"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the ...";748;500;1153;1499;1487;1022;67;106;150;83;63;125;3584;3687;3385;3938;4261;3108;4363;4503
"'6310";"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...";2;3;38;85;43;249;1762;6203;6574;6829;3613;4217;2527;1969;1882;1899;1731;1080;2518;4466
"'0401";"Milk and cream, not concentrated nor containing added sugar or other sweetening matter";0;8;0;127;7;19;62;146;811;303;382;700;702;2969;939;864;803;1077;2573;4430
"'7902";"Zinc waste and scrap (excluding ash and residues from zinc production ""heading 2620"", ingots ...";226;574;1485;3192;3822;908;1336;2314;2341;3323;2422;3397;2136;3220;3005;2885;1560;2102;4435;4400
"'7309";"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material ""other than ...";52;155;29;225;540;1359;824;1284;2843;1564;1106;2684;1608;1547;816;1490;2760;1554;3530;4264
"'8902";"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...";325;71;206;2981;10348;2185;850;0;0;0;1580;11023;421;1064;1134;3984;5620;1381;4451;4260
"'3915";"Waste, parings and scrap, of plastics";161;213;336;484;1589;1744;290;879;4026;6152;7465;8592;8642;4639;3217;2743;2215;1919;4819;4249
"'0408";"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ...";0;0;0;0;0;0;0;0;1;0;0;0;3;0;534;706;43;5;0;4196
"'0301";"Live fish";18299;17066;14750;15969;16739;11280;4136;5035;5146;4060;4020;4374;8385;6709;3000;2920;3257;4114;3711;4175
"'8426";"Ships' derricks; cranes, incl. cable cranes (excl. wheel-mounted cranes and vehicle cranes ...";41;17;144;20139;3707;1808;5215;5381;2599;1300;3312;4665;3402;426;916;2000;3217;2620;6625;4146
"'9406";"Prefabricated buildings, whether or not complete or already assembled";184;779;551;889;6235;13383;5991;10567;2172;3111;5865;6512;2533;3877;2615;4425;1892;14073;14161;4041
"'8402";"Steam or other vapour generating boilers (excl. central heating hot water boilers capable also ...";1265;558;641;3192;4401;3500;3719;3414;3509;4374;1816;3832;4129;4703;5079;3938;3179;2758;1742;4016
"'7310";"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ...";632;203;26;172;161;231;3165;1308;1480;2778;4071;2595;2816;1945;4080;4909;3666;1906;3765;3976
"'2530";"Vermiculite, perlite and other mineral substances, n.e.s.";3386;2377;1753;1735;2362;2130;2095;1244;2336;2707;4834;3089;2360;2047;1007;1815;1685;1895;2166;3927
"'4803";"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...";23;51;0;12;6;15;428;148;319;411;6654;16063;17097;12756;8141;8906;7221;5200;3834;3883
"'3204";"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ...";549;596;379;617;944;1398;1728;2071;2692;4023;2895;4989;4934;4714;5199;5673;6197;5067;5605;3880
"'5911";"Textile products and articles, for technical use, specified in Note 7 to chapter 59";30;31;42049;59142;122084;131794;62690;129;627;1659;1105;924;819;1176;1612;2248;2909;2294;2693;3845
"'6914";"Ceramic articles, n.e.s.";5216;6476;6783;6087;5788;4670;2933;2359;2509;2781;2778;2887;2835;2467;2437;3169;2262;1584;3270;3771
"'9001";"Optical fibres and optical fibre bundles; optical fibre cables (excl. made up of individually ...";3646;3150;2731;1497;601;1488;434;417;622;914;531;1346;1178;1942;2095;1883;2347;2339;1822;3638
"'1103";"Cereal groats, meal and pellets";241;243;202;270;517;760;274;378;504;460;512;421;526;353;550;671;780;2011;4147;3631
"'6804";"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ...";1327;1746;2136;2539;2632;3394;5450;7642;7475;5265;5672;5610;4692;4985;5174;6378;5443;5134;5782;3556
"'8701";"Tractors (other than tractors of heading 8709)";35;3;420;9548;3930;10366;5695;4715;1672;5504;4271;3950;11658;2170;1605;7904;336;677;661;3516
"'2104";"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ...";2129;1796;1962;2919;4597;7242;8649;7908;9143;8507;4996;7425;5700;3799;4373;2992;3122;5136;5523;3452
"'5112";"Woven fabrics of combed wool or of combed fine animal hair (excl. fabrics for technical purposes ...";1505;2654;1468;5351;3525;2940;5566;7063;1427;5690;4457;7614;4795;6194;2729;3984;3033;2680;2890;3448
"'0713";"Dried leguminous vegetables, shelled, whether or not skinned or split";6597;7164;2540;2096;1742;2388;9890;19943;5099;2214;2782;2045;9216;13720;11859;6713;6563;1660;12195;3439
"'8539";"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ...";82;85;183;138;104;905;303;314;610;1107;2823;3821;3666;4850;6305;6028;4387;2610;2855;3410
"'1209";"Seeds, fruits and spores, for sowing (excl. leguminous vegetables and sweetcorn, coffee, tea, ...";1404;2028;2119;1873;3379;2921;2393;3000;2569;3015;4953;3273;5503;2815;4061;3313;3348;2967;7189;3393
"'9031";"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ...";305;183;210;222;573;856;2686;4110;2197;2763;456;2088;2609;1621;2305;3230;2518;3217;2952;3365
"'9705";"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...";954;966;1016;779;1187;920;844;1094;1214;1169;1541;1887;1549;1766;2271;2345;2621;1601;2576;3355
"'3901";"Polymers of ethylene, in primary forms";1;11;344;1375;2501;1783;5031;7042;5552;3859;1080;2858;1912;1961;2312;3236;3044;3126;5100;3335
"'7306";"Tubes, pipes and hollow profiles ""e.g., open seam or welded, riveted or similarly closed"", ...";5152;8399;7731;7144;6762;6776;3060;1462;1052;6673;9253;2020;1913;897;1307;4313;1473;1623;3033;3305
"'6815";"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ...";63;74;291;478;436;483;718;389;1509;664;919;829;912;936;1394;1539;1228;1372;2960;3266
"'2208";"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ...";179;23;0;1404;139;2075;2167;1587;567;344;134;208;693;985;1612;1695;1820;753;1224;3101
"'5810";"Embroidery on a textile fabric ground, in the piece, in strips or in motifs";2210;1754;1880;1931;4236;3012;2916;1265;1976;2564;2994;2979;1811;1105;1486;1490;1113;1610;1658;3100
"'8413";"Pumps for liquids, whether or not fitted with a measuring device (excl. ceramic pumps and secretion ...";201;551;254;313;4912;1360;859;1180;1532;4510;1632;2035;1495;1240;2659;2900;3659;6216;4299;2978
"'7013";"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes ...";1223;1277;1383;1187;953;998;679;789;980;664;991;1290;1412;1759;2071;2561;2753;1878;2932;2964
"'5205";"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excl. that put up ...";9443;11562;5725;7236;7047;4432;2018;1378;2456;2191;2196;1091;1609;1576;2024;2545;571;543;3149;2940
"'6913";"Statuettes and other ornamental ceramic articles, n.e.s.";2530;2658;1888;1777;2084;3168;2200;2922;4033;2750;2598;2335;1804;2191;2857;3148;4841;1845;1974;2924
"'9603";"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ...";33;114;98;79;98;460;1794;2057;2492;1909;2466;2892;3425;4182;4802;5086;5606;4293;2505;2909
"'8446";"Weaving machines ""looms""";244;1150;1255;225;1335;1720;663;1202;1928;668;2098;1571;791;1253;1652;1122;1813;545;1236;2887
"'0813";"Dried apricots, prunes, apples, peaches, pears, papaws ""papayas"", tamarinds and other edible ...";45;33;63;149;1096;545;283;1005;198;10;3;4572;5261;3902;470;1007;1161;1826;5934;2880
"'7325";"Articles of iron or steel, cast, n.e.s.";244;93;223;565;795;1567;2157;1950;3019;2080;1844;3608;2537;4379;4067;3357;4968;7285;3485;2871
"'8712";"Bicycles and other cycles, incl. delivery tricycles, not motorised";1;52;10;0;0;2;33;2;7;0;2;15;19;4;9;7;152;274;672;2849
"'3214";"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...";597;889;570;704;684;847;865;1086;2071;1687;1714;1942;1941;2204;2139;3064;2755;2527;3360;2831
"'3824";"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ...";271;420;199;719;468;538;506;1381;976;1277;1463;1633;1826;1140;1821;2070;5459;5330;7470;2735
"'8901";"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ...";1931;9678;4;2471;15006;2124;597;22778;6025;17428;728;0;0;0;20611;1786;821;1088;0;2666
"'8420";"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ...";0;5;0;1;1;11;0;54;2;1;0;18;54;21;7;17;21;16;7;2653
"'7504";"Powders and flakes, of nickel (excluding nickel oxide sinters)";0;0;0;0;0;0;0;0;0;0;462;2122;1456;628;696;1253;1302;1367;1786;2620
"'8309";"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ...";61;7;2;11;129;199;117;834;1146;3247;1444;1196;1513;2257;2039;1285;955;1023;1345;2616
"'2207";"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ...";1088;1835;1685;1682;2978;2090;1194;0;4365;1381;22;0;1201;77;671;1049;0;1;0;2610
"'7610";"Structures and parts of structures ""e.g., bridges and bridge-sections, towers, lattice masts, ...";342;135;445;280;12873;592;705;499;690;1044;1419;5426;4432;1315;2211;2541;3868;1355;2273;2566
"'8438";"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ...";228;159;84;650;2023;741;989;1988;1494;2052;3387;1551;1252;1284;1810;799;1624;2127;2822;2495
"'8466";"Parts and accessories suitable for use solely or principally with the machines of headings ...";506;106;598;253;143;79;33;241;126;472;469;1144;515;393;941;1390;2283;2153;3039;2437
"'6003";"Knitted or crocheted fabrics, of a width <= 30 cm (excl. those containing by weight >= 5% of ...";26;29;1;31;83;0;0;3;4;0;5;23;3;0;13;10;19;4;836;2432
"'0105";"Live poultry, ""fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls""";0;0;0;0;0;4;119;429;821;1142;1690;1409;234;410;384;166;31;427;2674;2429
"'3902";"Polymers of propylene or of other olefins, in primary forms";0;3;93;70;964;907;1631;2272;1954;645;338;2110;905;1198;2462;2920;2393;2001;3800;2401
"'6116";"Gloves, mittens and mitts, knitted or crocheted (excl. for babies)";1459;2112;1942;2865;3015;2886;2129;2610;3484;3179;2787;3472;3361;1930;3244;4763;3019;2423;2508;2391
"'6805";"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ...";3202;4058;5567;6318;7679;8966;5968;6383;6252;5576;6022;5010;4934;4546;4591;4279;3885;3973;4203;2330
"'6004";"Knitted or crocheted fabrics, of a width > 30 cm, containing by weight >= 5% of elastomeric ...";101;67;228;1413;6328;2985;2114;1161;937;500;3280;2993;3639;2878;2146;1752;2723;1787;1207;2325
"'6217";"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ...";1561;1517;1252;2394;5727;10659;3906;1658;1641;1549;1650;3194;1775;2731;1829;2050;2087;2244;2280;2308
"'4818";"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ...";446;3586;8511;10981;15461;12402;8066;2444;2606;9892;25408;6783;509;668;1453;1661;1768;542;1349;2304
"'2619";"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...";0;0;0;0;4;0;0;164;1135;4136;4899;1162;954;382;939;1569;1353;1186;2200;2291
"'0802";"Other nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts and ...";5922;8109;11366;7463;5564;5437;5650;5371;5971;5431;6053;6871;6771;3672;3647;2288;2660;3155;2188;2272
"'6505";"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...";3804;2556;3442;4341;3393;3734;2418;1874;1557;788;591;710;607;704;584;601;593;634;3151;2264
"'0901";"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ...";596;208;6;71;37;80;550;34;278;200;174;188;134;727;943;941;2063;3158;3351;2241
"'2203";"Beer made from malt";245;234;702;372;458;1153;435;962;399;1461;1929;748;431;450;2030;3049;4313;4890;4752;2228
"'6117";"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ...";2282;2380;2460;2477;3581;5211;3282;3962;12519;4598;2295;2435;2526;1518;1210;1840;997;1881;2201;2184
"'8306";"Bells, gongs and the like, non-electric, of base metal (excl. musical instruments); statuettes ...";4163;4489;4802;4365;2460;1690;768;654;832;2109;2181;1918;1733;1953;2215;2336;2924;882;1198;2173
"'7615";"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ...";439;501;454;173;152;348;158;241;218;270;204;237;1090;1664;2355;1976;3084;1457;1526;2156
"'8424";"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...";375;419;847;489;1069;988;794;733;515;871;801;3733;3868;3068;4949;3560;2894;3034;2740;2155
"'5206";"Cotton yarn containing predominantly, but < 85% cotton by weight (excl. sewing thread and yarn ...";38;93;66;672;2063;3181;492;1222;1966;1657;363;1145;1804;1828;2651;1015;3037;3287;1761;2151
"'7214";"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ...";226;3434;11814;8149;253;17;89;1511;50913;23983;5068;1356;609;1553;1216;9453;8597;323;2480;2139
"'4112";"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of sheep ...";1774;8671;2509;2435;2214;2107;4441;10287;15532;13558;8077;5494;3278;3937;6033;6479;4355;1930;2390;2111
"'7117";"Imitation jewellery";3337;880;3781;4908;3113;2909;2969;3040;2872;2945;3537;3269;2888;1873;1333;1655;2134;477;790;2081
"'8714";"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ...";590;504;1548;1986;2394;838;663;805;491;559;400;467;270;217;249;218;95;245;269;2051
"'4901";"Printed books, brochures and similar printed matter, whether or not in single sheets (excl. ...";1251;1867;1603;1496;2348;1893;2302;2227;1705;1461;1682;1854;1873;2825;2043;2179;1483;1164;1133;2044
"'8705";"Special purpose motor vehicles (other than those principally designed for the transport of ...";101;0;87;1084;1590;2441;5531;8479;3193;6947;4088;10473;10318;7023;5564;25913;3019;3073;2538;1995
"'7112";"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ...";296;0;48;277;221;203;331;815;1353;2325;2105;1888;2926;1591;782;982;1198;1336;1836;1995
"'8419";"Machinery, plant or laboratory equipment whether or not electrically heated (excl. furnaces, ...";173;266;3476;507;770;3383;2959;3431;8843;3656;2106;6376;2749;2316;1382;3561;1489;1862;1501;1990
"'4205";"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...";1599;2773;3381;4201;3195;1919;4607;4762;1876;3463;3773;4576;3625;1791;3002;2462;3007;1366;2435;1984
"'8546";"Electrical insulators of any material (excl. insulating fittings)";2;87;410;765;454;221;324;1901;345;513;1074;1062;1437;1119;767;1096;2337;2459;3276;1970
"'6304";"Articles for interior furnishing, of all types of textile materials (excl. blankets and travelling ...";1578;2541;3390;3734;3339;3314;18609;20001;18915;15067;15444;19663;19946;18620;21408;18360;22843;21141;19473;1953
"'0403";"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ...";212;530;411;30;0;20;16;476;1596;3175;2736;1956;5962;3031;4532;3048;2016;2197;1837;1879
"'2507";"Kaolin and other kaolinic clays, whether or not calcined";0;403;1091;1782;3317;4061;2235;3074;3571;2764;2543;2620;2448;4026;3404;4214;3971;3380;4264;1876
"'7413";"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...";0;9;25;937;1701;9761;38;497;420;1103;974;601;623;976;4376;1567;1579;1719;2734;1871
"'9022";"Apparatus based on the use of X-rays or of alpha, beta, gamma or other ionising radiation, ...";62;237;356;161;346;242;1426;1392;1731;2067;2540;2528;1213;2332;6344;2125;4150;1678;3117;1861
"'9021";"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ...";935;1014;573;558;1505;1835;5141;8394;1439;1455;2906;1660;2859;2356;2658;2790;2984;1365;1922;1849
"'3820";"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...";6;24;17;12;18;9;3;4;8;4;6;27;59;212;64;186;394;962;2048;1847
"'0601";"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ...";97;146;379;303;1101;1535;2083;1258;1306;563;1059;1737;1285;1620;2472;3013;3033;1548;1771;1788
"'7217";"Wire of iron or non-alloy steel, in coils (excl. bars and rods)";221;444;498;583;549;693;347;356;1678;1116;226;273;171;21;435;888;181;156;1132;1779
"'3908";"Polyamides, in primary forms";19;1;0;94;75;31;33;42;63;84;78;80;44;85;245;328;543;473;1400;1768
"'8483";"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ...";356;359;563;658;765;1029;623;783;921;1068;874;1323;1365;1776;1916;2505;1690;1785;2476;1754
"'3919";"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...";271;238;518;503;819;701;1448;4100;3165;3723;2750;2321;328;528;979;2572;889;1109;1897;1738
"'3506";"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ...";251;270;138;179;92;220;294;542;564;626;707;1072;558;724;817;967;1019;1025;1904;1716
"'8716";"Trailers and semi-trailers; other vehicles, not mechanically propelled (excl. railway and tramway ...";32;303;244;1270;2467;3289;3300;1597;850;2358;3062;3635;3968;6087;2766;7820;4169;4737;4375;1694
"'2929";"Compounds with other nitrogen function (excl. amine-function compounds; oxygen-function amino-compounds; ...";25;9;2;5;1;0;1;96;20;138;23;0;25;319;362;954;2826;1960;3307;1685
"'1901";"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...";177;654;289;302;379;558;2061;1725;4523;2356;3491;1911;3085;2271;2345;2676;776;150;3088;1673
"'5515";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ...";13761;6580;6050;12288;11572;7523;13710;10806;15787;6247;11151;11391;8570;7286;13337;13746;7776;5335;4653;1652
"'9619";"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...";0;0;0;0;0;0;0;0;0;0;0;0;560;739;1612;652;481;1750;3138;1632
"'2201";"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ...";79;36;54;78;245;180;286;182;82;261;313;363;281;386;278;223;285;155;528;1628
"'8458";"Lathes, incl. turning centres, for removing metal";2;4;4;3;16;16;5;33;86;154;1;279;313;136;67;98;165;109;1308;1625
"'8428";"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics ...";14;103;276;516;447;286;725;687;2013;628;1541;1445;890;844;898;1460;2039;3770;2710;1625
"'8308";"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ...";216;298;567;978;1266;1729;1098;771;858;1086;1428;1388;1029;1232;1474;1547;1705;1371;1442;1618
"'8549";"Electrical and electronic waste and scrap";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1590
"'6807";"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch";4;30;38;0;3;12;0;0;172;135;274;281;158;241;745;1812;831;916;1313;1576
"'7216";"Angles, shapes and sections of iron or non-alloy steel, n.e.s.";280;367;1151;977;1172;842;4099;499;654;836;649;811;1068;411;660;733;1255;572;437;1575
"'3808";"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ...";355;634;1324;497;258;419;1161;1098;1142;1378;986;1552;1834;1289;1284;1421;1449;2934;3196;1542
"'8484";"Gaskets and similar joints of metal sheeting combined with other material or of two or more ...";180;190;126;116;230;217;230;619;180;322;121;223;3055;3578;87;171;1050;2224;1043;1503
"'0705";"Lettuce ""Lactuca sativa"" and chicory ""Cichorium spp."", fresh or chilled";483;689;2363;2236;2513;1940;2629;2793;4155;2471;2092;2449;2954;1896;2259;2171;2718;2216;1833;1491
"'8531";"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ...";310;239;189;209;253;332;335;582;758;1286;1109;465;1053;601;785;848;595;1004;1422;1486
"'7304";"Tubes, pipes and hollow profiles, seamless, of iron or steel (excl. products of cast iron)";577;213;570;9244;41508;18445;1219;192;513;600;308;705;1032;654;1101;1106;1631;845;2555;1461
"'6912";"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...";703;877;814;1125;988;1714;757;659;543;207;697;612;461;732;582;642;1141;1088;1870;1449
"'2701";"Coal; briquettes, ovoids and similar solid fuels manufactured from coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1443
"'3925";"Builders' ware of plastics, n.e.s.";71;221;418;542;304;563;509;791;508;108;527;364;551;460;1021;885;799;1055;967;1431
