"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'291829";"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...";17;0;0;1;0;0;0;1;0;0;0;0;0;0;0;15;8;0;15;3
"'901190";"Parts and accessories for compound optical microscopes, n.e.s.";0;0;1;0;0;0;0;2;0;0;9;0;1;7;0;4;1;0;0;3
"'860721";"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.";0;0;0;0;0;24;0;0;0;15;0;0;0;0;0;16;10;4;10;3
"'850660";"Air-zinc cells and batteries (excl. spent)";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3
"'853329";"Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors)";0;0;23;0;90;37;48;36;27;311;76;11;26;28;26;16;5;11;14;3
"'853941";"Arc lamps";0;0;0;0;0;0;0;0;0;0;52;0;1;4;0;0;1;0;2;3
"'401036";"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3
"'292990";"Compounds with nitrogen function (excl. amine-function compounds; oxygen-function amino-compounds; ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3
"'020120";"Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)";2;0;0;0;0;0;0;0;0;0;0;28;0;0;0;1;0;1;3;3
"'030231";"Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga""";13;13;0;275;0;0;0;0;0;0;0;1;0;0;21;0;0;0;0;3
"'080262";"Fresh or dried macadamia nuts, shelled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"'950510";"Christmas articles (excl. candles and electric lighting sets, natural Christmas trees and Christmas ...";0;2;16;0;4;0;1;0;1;10;2;5;0;5;0;0;0;0;0;3
"'910219";"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...";3;18;21;0;46;2;82;11;70;199;53;16;4;35;4;33;2;165;1;2
"'090620";"Crushed or ground cinnamon and cinnamon-tree flowers";8;18;0;3;1;2;3;1;39;44;21;1;1;0;7;8;13;2;18;2
"'120810";"Soya bean flour and meal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'040620";"Grated or powdered cheese, of all kinds";1;0;0;0;0;0;0;2;124;0;0;0;18;0;0;0;0;1;1;2
"'284920";"Carbides of silicon, whether or not chemically defined";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"'521112";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...";0;0;0;0;1;0;0;160;0;0;0;0;0;0;0;0;0;0;0;2
"'853990";"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...";0;0;0;1;0;3;8;13;0;45;0;28;0;12;0;0;17;1;1;2
"'853932";"Mercury or sodium vapour lamps; metal halide lamps";1;13;1;2;0;702;0;10;13;148;95;29;74;53;37;7;60;76;15;2
"'854519";"Electrodes of graphite or other carbon, for electrical purposes (excl. those used for furnaces)";0;0;4;31;0;138;16;20;80;3;4;2;0;4;0;1;0;0;0;2
"'721090";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...";0;0;61;138;152;135;6;63;22;41;42;51;28;4;373;92;5;0;6;2
"'730619";"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;9;57;6;2
"'650200";"Hat-shapes, plaited or made by assembling strips of any material (excl. blocked to shape, with ...";0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2
"'681512";"Fabrics of carbon fibres, for non-electrical purposes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'611219";"Track-suits of textile materials, knitted or crocheted (excl. cotton or synthetic fibres)";67;66;159;13;21;581;47;103;16;84;32;87;247;49;24;33;25;11;52;2
"'570232";"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...";0;0;1;0;0;8;1;2;5;0;0;2;50;3;2;1;9;3;0;2
"'911320";"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...";1;3;2;1;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2
"'950730";"Fishing reels";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"'340700";"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental ...";208;141;0;4;343;113;25;6;17;15;11;11;30;27;105;86;69;52;20;2
"'401211";"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars ""incl. station wagons and ...";0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;1;0;28;2
"'071490";"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...";48;20;0;12;0;0;0;29;9;3;5;2;4;3;3;27;94;4;1;2
"'732421";"Baths of cast iron, whether or not enamelled";0;0;1;0;0;0;100;0;0;24;0;7;11;1;0;0;0;0;0;2
"'844010";"Bookbinding machinery, incl. book-sewing machines (excl. machinery of heading 8441, general-purpose ...";6;0;5;0;0;33;96;32;4;31;59;167;35;3;0;176;7;11;0;2
"'846090";"Machines for deburring, polishing or otherwise finishing metal or cermets (excl. grinding, ...";2;5;0;0;1;57;2;12;24;158;1;14;11;35;34;31;66;84;4;2
"'580220";"Terry towelling and similar woven terry fabrics (excl. those of cotton, narrow woven fabrics ...";0;0;0;0;0;0;49;0;5;0;3;7;0;3;0;17;0;2;20;2
"'722230";"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...";0;0;4;1;0;0;0;0;0;102;0;7;34;86;34;10;0;8;15;2
"'701963";"Closed woven fabrics, plain weave, of glass fibre yarns (excl. coated or laminated)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'291550";"Propionic acid, its salts and esters";0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;2
"'441210";"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...";0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;9;44;12;15;2
"'410622";"Hides and skins of goats or kids, in the dry state ""crust"", without wool on, whether or not ...";2;8;0;20;202;273;180;530;783;864;432;312;34;7;0;0;1;0;0;2
"'441820";"Doors and their frames and thresholds, of wood";251;313;333;525;402;579;534;387;496;704;1717;2965;2415;2964;5424;8077;8961;11600;15319;2
"'021020";"Meat of bovine animals, salted, in brine, dried or smoked";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;2
"'732591";"Grinding balls and similar articles for mills, cast (excl. such articles of non-malleable cast ...";0;0;0;0;0;24;0;0;0;31;0;50;3;0;0;0;0;43;0;2
"'741121";"Tubes and pipes of copper-zinc base alloys ""brass""";1;34;0;0;0;0;1;0;0;0;0;0;0;0;51;3;7;2;36;2
"'630240";"Table linen, knitted or crocheted";1;6;15;11;0;2;13;2;29;1;0;37;0;1;0;4;5;8;7;2
"'960200";"Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...";13;12;20;7;3;9;6;45;289;192;209;210;88;73;39;9;1;2;3;2
"'520631";"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'551641";"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...";0;0;5;0;0;1;20;0;3;0;0;167;0;34;4;65;4;75;0;2
"'730120";"Angles, shapes and sections, of iron or steel, welded";0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;2
"'400219";"Styrene-butadiene rubber ""SBR""; carboxylated styrene-butadiene rubber ""XSBR"", in primary forms ...";0;35;0;80;231;0;105;1;4;14;0;0;60;4;55;2;18;0;6;2
"'401390";"Inner tubes, of rubber (excl. those of a kind used on motor cars, incl. station wagons and ...";13;10;1;0;0;0;6;0;0;3;1;2;7;2;1;1;21;10;2;2
"'401695";"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excl. ...";0;39;1997;2198;1887;2089;1926;1;1;23;2;0;2;1;2;0;0;1;0;2
"'440929";"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, ...";0;0;0;0;0;0;0;0;0;0;0;0;21;3;74;203;0;19;48;2
"'071030";"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...";0;11;0;0;0;0;0;1;0;0;0;20;38;3;8;7;6;2;2;2
"'900850";"Image projectors, and photographic enlargers and reducers (excl. cinematographic and parts)";0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;1;0;7;2
"'480620";"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'291412";"Butanone ""methyl ethyl ketone""";0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;2
"'020321";"Frozen carcases and half-carcases of swine";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"'281000";"Oxides of boron; boric acids";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'200540";"Peas ""Pisum Sativum"", prepared or preserved otherwise than by vinegar or acetic acid (excl. ...";2;0;1;0;0;0;0;0;0;0;0;1;14;6;1;2;0;0;20;2
"'560229";"Felt, not impregnated, coated, covered or laminated (excl. that of wool or fine animal hair; ...";2;2;2;0;9;22;16;0;14;0;0;7;4;86;13;0;3;0;0;2
"'847029";"Electronic calculating machines not incorporating a printing device, with mains connection ...";0;0;0;2;3;1;8;0;5;0;3;0;0;43;0;0;0;0;0;2
"'820130";"Mattocks, picks, hoes and rakes, with working parts of base metal (excl. ice axes)";1;3;3;0;2;0;10;3;1;3;0;1;3;9;1;2;16;2;1;2
"'871390";"Carriages for disabled persons, motorised or otherwise mechanically propelled (excl. specially ...";0;0;0;0;0;0;8;3;0;0;0;0;2;0;1;3;1;1;3;2
"'901710";"Drafting tables and machines, whether or not automatic (excl. units for automatic data-processing ...";0;0;117;6;0;1;1;1;0;1;1;0;0;0;66;0;57;0;0;2
"'950430";"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...";13;42;4;7;27;0;0;18;429;46;11;0;153;4;9;4;1;2;0;2
"'950611";"Skis, for winter sports";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'901390";"Parts and accessories for lasers and other appliances and instruments, n.e.s. in chapter 90";0;0;0;0;0;0;1;0;0;0;0;1;1;25;12;1;0;20;0;2
"'320416";"Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...";4;7;5;20;25;36;2;82;21;100;21;42;72;6;118;991;555;179;2;2
"'381519";"Supported catalysts, n.e.s. (excl. with precious metal, a precious-metal compound, nickel or ...";264;7;66;95;140;22;0;24;0;200;1;1;0;0;0;2;1;3;6;2
"'530390";"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2
"'151530";"Castor oil and fractions thereof, whether or not refined, but not chemically modified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;2
"'081350";"Mixtures of nuts or dried fruits";0;0;0;0;1;1;1;0;1;2;3;3;0;1;19;7;10;150;98;2
"'090811";"Nutmeg, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;2
"'284161";"Potassium permanganate";0;0;0;0;69;0;0;0;0;0;0;0;0;0;2;2;0;0;1;2
"'284290";"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double ...";0;0;0;0;0;0;0;117;15;24;31;9;5;11;10;4;0;6;0;2
"'251611";"Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones ...";0;0;0;2;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'711411";"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...";7;1;3;8;1;1;2;0;4;36;10;23;2;1;2;0;0;6;1;2
"'840410";"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...";88;0;0;0;0;14;0;1;0;0;78;93;4;0;8;245;0;1;1;2
"'901920";"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...";1228;4;5;11;12;49;144;7;5;11;6;45;47;120;125;59;108;53;75;2
"'903084";"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...";0;0;0;0;0;0;0;0;0;0;0;0;8;4;100;0;12;0;0;2
"'950639";"Golf equipment (excl. balls and complete clubs)";0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;1;5;2;2
"'252100";"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...";0;0;0;0;0;0;0;0;1;2;7;21;11;0;0;6;26;33;3;2
"'200410";"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen";15;0;0;0;0;0;5;13;2;4;3;8;1;42;0;0;68;27;46;2
"'090931";"Cumin seeds, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;0;0;2;3;68;17;5;15;15;2
"'090812";"Nutmeg, crushed or ground";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2
"'400110";"Natural rubber latex, whether or not prevulcanised";0;3;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;2
"'300691";"Appliances identifiable for ostomy use";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'370199";"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...";0;1;0;0;0;0;0;1;1;12;0;0;0;0;8;0;2;0;5;2
"'370231";"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'440398";"Eucalyptus ""Eucalyptus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;2
"'580900";"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...";24;20;35;31;40;25;178;93;99;42;0;13;3;16;10;5;10;1;2;2
"'720853";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...";76;50;48;2;7;18;87;20;39;120;1837;557;301;31;33;226;208;2;0;2
"'700521";"Float glass and surface ground glass, in sheets, coloured throughout the mass ""body tinted"", ...";0;0;0;0;1;0;0;47;577;649;779;766;302;206;301;293;0;0;0;2
"'852341";"Optical media for the recording of sound or of other phenomena, unrecorded (excl. goods of ...";0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;2
"'852583";"Night vision television cameras, digital cameras and video camera recorders as specified in ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'844315";"Letterpress printing machinery (excl. flexographic printing and reel fed machinery)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'730669";"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excl. ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2
"'852842";"Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2
"'441920";"Tableware and kitchenware, of tropical wood (excl. interior fittings, ornaments, coopers' products, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'401590";"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excl. ...";0;0;6;4;1;5;3;0;1;8;24;0;2;3;26;47;53;4;10;2
"'420321";"Specially designed gloves for use in sport, of leather or composition leather";90;66;11;0;0;0;0;22;3;0;1;0;0;1;8;1;2;25;2;2
"'010190";"Live mules and hinnies";33;45;19;30;103;18;20;60;53;101;48;106;0;0;0;10;21;0;51;2
"'080242";"Fresh or dried chestnuts ""Castanea spp."", shelled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'551529";"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...";0;0;0;415;130;56;1;3;38;10;117;20;61;14;84;0;0;0;0;2
"'730512";"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...";0;0;0;0;0;0;0;0;14;91;0;0;12;0;0;0;0;0;12;2
"'700330";"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...";1;2;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"'621230";"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...";3;688;827;601;469;238;230;137;13;21;50;0;0;174;149;117;160;120;20;2
"'843610";"Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...";0;0;0;0;0;0;0;0;0;4;0;0;9;0;9;11;0;0;46;2
"'820220";"Bandsaw blades of base metal";1;0;1;4;4;23;3;108;0;42;46;6;3;1;9;15;65;1;1;2
"'820780";"Interchangeable tools for turning";0;0;3;22;19;0;0;0;494;7;12;364;5;765;160;2;2;0;7;1
"'740821";"Wire of copper-zinc base alloys ""brass""";7;10;5;16;6;216;18;2;1;2;10;2;24;5;3;1;15;10;0;1
"'845590";"Parts of metal-rolling mills, n.e.s.";7;5;0;0;0;0;0;0;218;152;0;10;7;0;1;0;88;9;0;1
"'846120";"Shaping or slotting machines, for working metals, metal carbides or cermets";0;0;0;0;0;0;0;6;0;4;1;25;4;0;14;15;0;1;0;1
"'847529";"Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...";0;227;0;59;98;0;21;62;84;47;0;75;0;0;0;0;0;0;535;1
"'853230";"Variable or adjustable ""pre-set"" electrical capacitors";3;0;0;8;3;86;12;12;45;34;16;0;6;11;7;3;42;6;2;1
"'700420";"Sheets of glass, drawn or blown, coloured throughout the mass ""body tinted"" opacified, flashed ...";0;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;1
"'681490";"Worked mica and articles of mica (excl. electrical insulators, insulating fittings, resistors ...";0;2;0;0;32;0;2;0;2;3;1;0;10;0;0;0;0;21;0;1
"'722860";"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...";0;0;0;0;31;0;0;1;0;0;140;57;1;23;0;43;6;10;0;1
"'721240";"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...";38;27;186;38;74;384;157;247;15;0;125;0;148;177;184;567;66;59;173;1
"'551591";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...";0;0;0;4;0;3;0;391;4;15;24;7;1;157;8;2;7;0;0;1
"'551339";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...";7;12;10;4;282;7;27;1;2;0;3;0;0;12;0;9;0;0;0;1
"'590900";"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...";0;0;1;0;0;8;2;6;942;18;8;12;70;25;41;52;8;20;12;1
"'071231";"Dried mushrooms of the genus ""Agaricus"", whole, cut, sliced, broken or in powder, but not further ...";25;23;0;18;0;0;0;0;0;0;0;0;6;14;5;0;0;0;0;1
"'071310";"Dried, shelled peas ""Pisum sativum"", whether or not skinned or split";40;51;22;77;40;7;1;4;20;0;0;12;132;45;392;14;15;1;35;1
"'120890";"Flours and meal of oil seeds or oleaginous fruit (excl. soya and mustard)";0;0;0;0;0;0;0;0;0;0;0;34;1;0;0;4;0;0;0;1
"'280530";"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"'510710";"Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale)";19;66;619;287;198;100;204;256;12;185;227;26;71;8;26;3;24;49;2;1
"'521213";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...";0;1;0;43;74;479;150;263;25;13;47;89;144;4;4;2;23;8;0;1
"'370297";"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"'340242";"Non-ionic organic surface-active agents, whether or not put up for retail sale (excl. soap)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"'321390";"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...";0;1;0;5;0;0;0;1;4;0;6;3;13;11;47;0;0;0;0;1
"'381300";"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. ...";0;0;1;0;0;0;0;0;4;0;0;0;0;129;194;91;31;1;99;1
"'283990";"Silicates, incl. commercial alkali metal silicates (excl. sodium silicates)";13;1;0;93;106;0;0;0;0;0;1;0;0;2;0;0;1;27;17;1
"'294190";"Antibiotics (excl. penicillins and their derivatives with a penicillanic acid structure, salts ...";0;1;69;82;14;0;3;18;10;595;0;78;0;127;0;23;0;2;0;1
"'741521";"Washers, ""incl. spring washers and spring lock washers"", of copper";0;0;0;1;0;0;0;1;18;0;0;0;1;0;1;5;0;0;0;1
"'731990";"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...";0;0;0;0;0;0;55;61;28;18;27;4;0;38;34;40;0;0;0;1
"'821000";"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...";163;172;168;130;65;119;66;23;54;12;13;2;6;33;61;37;3;18;1;1
"'821410";"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...";1;0;0;0;0;0;0;0;0;1;0;1;1;3;4;1;3;8;2;1
"'840910";"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...";0;0;3;0;228;92;1310;0;0;0;0;0;11;1;3;0;92;2;80;1
"'851120";"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...";603;166;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;1
"'701810";"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...";1350;2718;169;1;16;9;129;0;1;0;1;0;0;0;0;3;4;44;1;1
"'711419";"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...";3;0;0;0;0;0;0;0;1;65;0;7;1;0;0;0;0;0;0;1
"'721012";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...";0;1;194;1;0;0;356;338;220;51;2;26;0;46;148;0;135;27;1;1
"'721990";"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...";0;0;0;0;48;0;0;0;4;76;7;6;0;0;46;74;38;0;0;1
"'730629";"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...";0;0;0;0;0;0;0;0;0;0;0;0;9;2;1;0;0;0;0;1
"'680410";"Millstones and grindstones, without frameworks, for milling, grinding or pulping";49;80;67;2;7;0;2;0;1;88;2;0;3;2;1;1;0;0;0;1
"'560210";"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...";23;36;48;0;0;3;1;0;0;29;0;12;15;9;7;146;130;55;10;1
"'620112";"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...";1079;1225;2397;1970;5356;5334;4290;3935;3755;4030;4870;3333;3925;2811;3162;2982;3639;2640;1294;1
