"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'200580";"Sweetcorn ""Zea Mays var. Saccharata"", prepared or preserved otherwise than by vinegar or acetic ...";0;0;0;0;0;30;4;19;0;0;2;7;4;9;0;8;36;20;203;5
"'520941";"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m�, ...";4;0;0;0;7;0;3;4;0;0;0;0;0;1;0;0;0;0;0;5
"'300230";"Vaccines for veterinary medicine";680;1304;829;1482;1447;2404;971;1248;2148;2305;3023;2466;1828;1271;3346;5053;6562;4968;4379;5
"'820210";"Handsaws, with working parts of base metal (excl. power-operated saws)";0;0;2;0;2;0;3;1;4;1;1;1;0;1;5;5;14;6;5;5
"'730721";"Flanges of stainless steel (excl. cast products)";2;3;16;33;79;6;9;3;7;30;10;19;36;49;26;27;18;12;32;5
"'845020";"Laundry-type washing machines, of a dry linen capacity > 10 kg";0;0;0;0;10;15;22;20;49;29;0;9;0;17;136;1;119;32;10;5
"'845221";"Automatic sewing machines, industrial type";44;2;126;56;271;0;321;117;2;17;58;4;4;176;78;92;5;212;81;5
"'550820";"Sewing thread of artificial staple fibres, whether or not put up for retail sale";1;11;2;1;0;0;0;0;0;0;0;0;12;6;0;4;0;0;0;5
"'701790";"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. ...";6;7;3;0;0;13;5;0;1;3;1;2;2;8;8;15;63;17;21;5
"'681182";"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;10;0;0;0;5
"'901814";"Scintigraphic apparatus";0;0;0;0;0;0;0;0;0;9;0;23;30;0;48;10;13;8;1;5
"'854142";"Photovoltaic cells not assembled in modules or made up into panels";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"'550390";"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excl. those ...";0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;6;0;6;22;5
"'821420";"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excl. ordinary ...";2;2;4;4;5;2;6;5;5;5;6;1;4;7;1;13;9;1;0;5
"'820760";"Interchangeable tools for boring or broaching";0;0;0;0;0;1;0;3;0;3;9;7;0;6;8;5;10;0;5;5
"'200971";"Apple juice, unfermented, Brix value <= 20 at 20�C, whether or not containing added sugar or ...";0;0;0;0;0;0;0;0;20;32;16;39;27;19;15;19;13;37;4;5
"'130239";"Mucilages and thickeners derived from vegetable products, whether or not modified (excl. from ...";63;78;264;284;111;43;0;0;0;0;0;0;0;3;159;3;6;6;3;5
"'030369";"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...";0;0;0;0;0;0;0;0;0;0;0;0;575;2521;3038;132;786;1247;0;5
"'060240";"Roses, whether or not grafted";151;44;39;225;18;100;52;43;53;43;37;5;26;23;30;14;15;47;23;5
"'911390";"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.";43;32;21;19;1;1;2;2;0;1;1;1;0;4;0;12;0;1;5;5
"'960329";"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...";21;8;17;11;2;7;10;20;17;18;18;27;54;32;32;14;25;6;3;5
"'551331";"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...";3;2;1;4;99;9;18;3;0;0;0;0;0;0;0;0;0;0;0;5
"'611019";"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...";52;43;59;8;19;77;85;922;405;18;113;15;92;3;70;8;7;5;0;5
"'600537";"Dyed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;27;0;5;1;5
"'580122";"Cut corduroy, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile ...";163;273;115;225;255;242;177;507;215;127;43;16;1;17;0;668;64;34;15;5
"'850819";"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...";0;0;0;0;0;0;0;0;0;0;0;0;16;249;328;34;182;9;7;5
"'841239";"Pneumatic power engines and motors (excl. linear acting)";0;0;0;0;0;0;7;0;0;9;10;0;8;4;3;5;2;0;21;5
"'090720";"Cloves, whole fruit, cloves and stems, crushed or ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"'281420";"Ammonia in aqueous solution";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;5
"'282739";"Chlorides (excl. ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;5;5
"'391620";"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...";0;0;1;0;8;0;0;0;2;2;66;1;25;4;13;2;54;425;0;5
"'390220";"Polyisobutylene, in primary forms";0;0;0;0;9;0;0;0;0;0;0;0;0;0;3;0;5;3;0;5
"'854419";"Winding wire for electrical purposes, of material other than copper, insulated";0;105;3;16;23;6;82;980;571;502;4;20;115;4;4;2;0;0;22;5
"'870821";"Safety seat belts for motor vehicles";14182;13813;15627;15874;12450;3462;2336;1;0;0;1;0;1;0;0;1;3;1;6;5
"'841610";"Furnace burners for liquid fuel";0;1;0;1;0;38;0;0;0;13;0;0;9;21;36;21;1;0;2;5
"'871500";"Baby carriages and parts thereof, n.e.s.";0;0;0;0;0;0;0;1;3;1;0;1;4;8;0;32;1;1;4;5
"'621520";"Ties, bow ties and cravats of man-made fibres (excl. knitted or crocheted)";23;31;287;114;87;34;78;23;29;1;97;127;181;16;37;19;4;10;2;5
"'551329";"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...";202;6;0;151;712;1762;36;32;1195;1495;61;68;105;68;35;38;71;119;81;5
"'151511";"Crude linseed oil";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;25;5
"'250870";"Chamotte or dinas earths";50;10;1;11;0;1;2;19;0;0;1;1;2;1;3;0;4;19;3;5
"'960899";"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...";0;1;0;0;0;0;2;0;20;0;0;0;0;0;2;2;0;0;1;5
"'950662";"Inflatable balls";2840;4;17;0;1;3;15;1;0;0;0;32;29;14;19;9;24;6;19;4
"'400299";"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...";3;8;0;0;0;0;0;0;0;0;0;0;0;17;0;0;2;3;6;4
"'630491";"Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, ...";43;30;26;14;22;16;4;6;6;2;18;58;53;63;43;7;6;41;18;4
"'721590";"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...";0;0;2;40;0;0;4;19;9;196;264;186;0;0;73;7;1;10;11;4
"'901410";"Direction finding compasses";0;10;1;6;6;1;0;0;0;0;0;0;3;0;0;0;0;6;9;4
"'902511";"Thermometers, liquid-filled, for direct reading, not combined with other instruments";2;6;0;2;6;28;125;8;0;0;1;0;26;7;10;1;1;9;0;4
"'920999";"Parts and accessories for musical instruments ""e.g. mechanisms for musical boxes, cards, discs ...";13;5;11;4;8;6;3;2;11;15;1;3;2;1;2;0;0;0;1;4
"'391400";"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms";0;0;0;8;0;0;0;0;0;0;0;0;3;0;15;38;1;0;2;4
"'010619";"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...";1;0;2;77;0;0;0;52;0;0;0;0;0;0;0;0;0;0;10;4
"'850750";"Nickel-metal hydride accumulators (excl. spent)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4
"'850120";"Universal AC-DC motors of an output > 37,5 W";4;0;3;0;4;7;5;15;5;36;4;4;13;12;1;19;42;25;27;4
"'821591";"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...";1;0;1;11;23;38;12;16;22;31;40;54;5;3;1;0;1;2;3;4
"'820110";"Spades and shovels, with working parts of base metal";0;0;0;0;1;1;3;27;36;2;0;0;4;0;1;1;3;3;1;4
"'846596";"Splitting, slicing or paring machines, for working wood (excl. machining centres)";0;0;6;74;0;0;0;0;302;340;160;11;0;0;0;0;0;0;0;4
"'843242";"Fertiliser distributors (excl. sprayers and manure spreaders)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;27;7;3;4
"'860729";"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...";0;0;2;0;0;0;0;0;0;86;0;0;0;0;40;8;1;0;39;4
"'701890";"Glass eyes (excl. prosthetic articles); articles of glass beads, or of imitation pearls, imitation ...";159;0;0;1;0;2;2;3;0;0;0;0;1;0;0;0;3;0;0;4
"'520710";"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excl. sewing thread)";1;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;79;54;0;4
"'570250";"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...";0;0;0;0;0;0;0;0;0;0;0;0;36;0;12;1;0;0;39;4
"'848299";"Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s.";0;1;15;13;6;27;5;3;1;16;60;22;29;5;6;18;11;1;8;4
"'840510";"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...";0;0;0;0;1;4;0;135;0;1;109;1;6;7;2;37;35;99;253;4
"'400591";"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excl. rubber compounded ...";0;0;50;31;0;0;0;0;0;0;0;8;22;0;0;5;0;0;6;4
"'440729";"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...";2;0;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
"'441919";"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;14;4;20;38;4
"'080211";"Fresh or dried almonds in shell";49;0;334;135;0;0;214;64;0;0;0;461;0;20;0;0;12;1;5;4
"'290323";"Tetrachloroethylene ""perchloroethylene""";4;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;4
"'100850";"Quinoa ""Chenopodium quinoa""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;22;1;4
"'281520";"Potassium hydroxide ""caustic potash""";0;6;8;0;0;0;25;0;30;0;0;0;0;15;2;14;5;12;0;4
"'700800";"Multiple-walled insulating units of glass";1;0;0;1;5;1;0;7;13;1;25;7;203;416;26;11;72;15;32;4
"'660200";"Walking sticks, seat-sticks, whips, riding-crops and the like (excl. measure walking sticks, ...";3;0;1;0;7;7;18;4;56;2;13;0;1;1;2;2;1;2;1;4
"'591000";"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...";0;0;0;0;0;0;16;0;0;24;0;0;0;17;3;0;3;0;0;4
"'741510";"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...";4;6;21;17;71;14;4;0;3;0;2;2;0;0;0;0;2;2;0;4
"'901480";"Navigational instruments and apparatus (excl. for aeronautical or space navigation, compasses ...";25;29;3;51;54;0;20;0;18;19;0;3;10;6;0;21;8;5;1;4
"'902990";"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...";1;1;0;4;95;0;0;0;0;1;1;6;3;1;10;1;3;11;11;4
"'950710";"Fishing rods";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;1;2;4
"'253010";"Vermiculite, perlite and chlorites, unexpanded";1436;141;148;0;0;0;0;0;0;0;0;0;0;0;0;25;0;28;62;4
"'611599";"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...";21;14;156;56;113;160;42;43;2;26;3;114;66;6;1;103;3;3;7;4
"'731940";"Safety pins and other pins of iron or steel, n.e.s.";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;4
"'842330";"Constant weight scales and scales for discharging a pre-determined weight of material into ...";0;0;0;0;203;0;1;1;8;0;0;0;0;10;1;23;3;6;10;4
"'845121";"Drying machines, of a dry linen capacity <= 10 kg (excl. centrifugal driers)";0;0;0;0;0;49;0;0;5;0;0;7;0;0;1;0;5;11;8;4
"'844839";"Parts and accessories of machines of heading 8445, n.e.s.";59;90;101;98;36;57;13;3;717;34;95;49;14;49;4;11;4;33;3;4
"'845970";"Threading or tapping machines for metals (excl. way-type unit head machines)";0;0;0;0;0;10;0;0;0;1;0;5;18;6;0;1;4;4;15;4
"'847432";"Machines for mixing mineral substances with bitumen";0;0;3;0;27;0;0;1432;291;221;0;3;0;0;1090;1838;0;0;0;4
"'293090";"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...";0;0;1;0;3;0;0;0;0;0;0;36;54;3;1;0;6;1;0;4
"'262099";"Slag, ash and residues, containing metals or metal compounds (excl. those from the manufacture ...";104;31;0;121;0;0;0;0;1;17;0;0;0;0;3367;4266;4433;0;287;4
"'071022";"Shelled or unshelled beans ""Vigna spp., Phaseolus spp."", uncooked or cooked by steaming or ...";1838;2267;1791;952;1552;180;24;44;9;5;0;0;8;3;20;46;32;64;35;4
"'520951";"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m�, ...";34;0;1;0;10;2;3;0;4;1;4;11;0;73;34;43;0;0;48;4
"'630210";"Bedlinen, knitted or crocheted";72;557;149;62;26;36;282;38;87;93;57;202;161;112;59;49;12;1;7;4
"'721640";"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...";0;64;0;0;0;1;0;0;0;2;0;62;0;3;0;9;0;6;0;4
"'551423";"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...";91;817;33;36;149;123;3;199;493;15;137;59;84;62;16;51;14;2;11;4
"'840790";"Spark-ignition reciprocating or rotary internal combustion piston engine (excl. those for aircraft ...";0;0;1;0;2;2;6;1;8;173;18;1;2;0;0;6;0;0;0;4
"'845939";"Boring-milling machines for metals, not numerically controlled (excl. way-type unit head machines)";0;0;0;0;6;0;0;30;0;0;0;0;0;0;31;0;62;7;0;4
"'851672";"Electric toasters, for domestic use";0;0;1;1;3;6;47;5;2;9;0;6;51;0;1;0;12;5;4;4
"'510820";"Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"'441850";"Shingles and shakes, of wood";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"'071220";"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared";58;142;115;147;191;111;27;30;62;0;103;14;4;4;0;0;1;6;4;4
"'250490";"Natural graphite (excl. in powder or in flakes)";0;0;0;0;0;0;0;3;0;1;0;0;14;11;11;0;16;4;0;4
"'180500";"Cocoa powder, not containing added sugar or other sweetening matter";0;0;0;0;0;0;0;0;0;5;20;0;0;0;0;0;0;3;8;4
"'846593";"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...";1;5;2;0;2;1;0;3;1;0;14;11;1;1;15;25;3;10;1;4
"'731420";"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm�, of ...";1;4;2;37;26;1;23;0;48;24;14;45;28;41;2;14;43;3;10;4
"'821191";"Table knives having fixed blades of base metal, incl. handles (excl. butter knives and fish ...";11;18;36;42;43;80;42;14;12;27;0;13;33;46;39;26;21;4;4;4
"'841382";"Liquid elevators (excl. pumps)";0;0;0;2;0;11;0;1;0;0;8;1;0;4;58;0;4;3;1;4
"'841960";"Machinery for liquefying air or other gases";0;0;0;0;0;0;0;0;0;0;24;2224;1;0;0;40;0;8;0;4
"'847329";"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...";0;1;0;18;3;11;0;3;0;328;3;36;109;111;72;83;2;11;28;3
"'721050";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...";0;1;0;0;0;0;0;0;38;47;0;0;0;0;28;0;0;0;0;3
"'701971";"Thin sheets ""veils"" of irregularly laminated glass fibres";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"'730210";"Rails of iron or steel, for railway or tramway track (excl. check-rails)";1;680;0;0;0;0;0;8;4;0;2;37;30;2;0;139;3;16;98;3
"'560490";"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...";34;0;0;7;4;4;0;0;7;0;49;0;37;4;1;6;13;4;1;3
"'251990";"Fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities ...";0;0;0;3;0;0;0;0;116;0;0;0;0;0;0;0;0;0;5;3
"'252330";"Aluminous cement";0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;3
"'040210";"Milk and cream in solid forms, of a fat content by weight of <= 1,5%";3;1;2;0;0;0;0;11;199;94;0;2;112;63;52;2177;2213;10;5;3
"'521021";"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...";0;0;0;6;3;106;2;48;0;0;16;0;8;2;0;0;0;21;0;3
"'382410";"Prepared binders for foundry moulds or cores";0;0;0;0;0;1;0;0;0;4;3;6;0;0;0;0;1;1;1;3
"'961511";"Combs, hair-slides and the like of hard rubber or plastics";3;2;0;0;1;8;2;2;2;0;0;1;1;1;3;4;1;0;1;3
"'962000";"Monopods, bipods, tripods and similar articles";0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;48;4;9;13;3
"'560314";"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...";30;0;34;31;19;8;49;17;67;16;25;12;11;8;9;42;10;20;131;3
"'481690";"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...";4;13;0;0;0;0;0;9;3;0;17;7;370;213;13;17;1;0;0;3
"'442120";"Coffins of wood";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"'293628";"Vitamin E and its derivatives, used primarily as vitamins";0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;3;0;3
"'401120";"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excl. tyres with lug, ...";3892;5766;2441;1447;411;489;2028;1148;805;1473;2056;184;709;313;747;608;97;323;133;3
"'070511";"Fresh or chilled cabbage lettuce";0;0;23;233;291;261;459;85;184;36;31;1;85;328;298;19;11;11;4;3
"'071151";"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in ...";0;0;3;0;0;45;59;0;0;3;0;0;1;0;0;0;0;0;0;3
"'110819";"Starch (excl. wheat, maize, potato and manioc)";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;3
"'020610";"Fresh or chilled edible offal of bovine animals";0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;131;0;0;3
"'252230";"Hydraulic lime (excl. pure calcium oxide and calcium hydroxide)";0;0;1;1;0;1;0;2;9;1;0;10;0;1;0;0;34;0;5;3
"'901510";"Rangefinders";0;3;0;41;0;25;76;4;3;0;0;1;24;7;109;17;12;366;2;3
"'901180";"Optical microscopes (excl. for photomicrography, cinephotomicrography or microprojection, stereoscopic ...";26;2;15;0;0;32;0;1;11;35;3;0;2;11;280;9;16;41;11;3
"'846410";"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...";2;2;0;0;69;0;31;0;34;66;11;2;15;52;42;2;2;4;14;3
"'820530";"Planes, chisels, gouges and similar cutting tools for working wood";0;5;0;1;0;0;0;18;0;0;0;1;0;1;1;0;9;1;1;3
"'841920";"Medical, surgical or laboratory sterilizers";43;97;15;15;2;212;5;83;261;0;0;13;7;167;1;31;41;26;112;3
"'691410";"Ceramic articles of porcelain or china, n.e.s.";45;11;7;5;4;3;4;1;13;3;22;38;2;5;29;0;8;2;30;3
"'290342";"Difluoromethane ""HFC-32""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"'090831";"Cardamoms, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;46;3
"'480256";"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...";0;0;0;0;0;0;103;0;28;0;165;18;0;1;0;122;309;58;275;3
"'441011";"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...";0;0;0;0;0;0;0;0;0;0;0;0;0;105;3;17;10;4;40;3
"'500790";"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight";35;11;21;31;96;24;214;92;6;2;1;34;36;22;21;21;43;21;6;3
"'292390";"Quaternary ammonium salts and hydroxides (excl. choline and its salts, tetraethylammonium perfluorooctane ...";0;0;0;0;0;0;0;0;4;0;0;51;0;0;31;15;38;5;12;3
"'920190";"Harpsichords and other keyboard stringed instruments (excl. pianos)";0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;3;3
"'910121";"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...";0;0;0;0;0;0;0;0;0;0;0;36;506;4;79;194;15;169;12;3
"'853090";"Parts of electrical signalling, safety or traffic control equipment, n.e.s.";0;0;0;0;323;86;716;5616;11489;17480;7089;12987;13669;4770;9845;120;2;2;23;3
"'731419";"Woven cloth, incl. endless bands, of iron or steel wire (excl. stainless and woven products ...";29;0;0;0;0;0;0;5;3;1;13;945;402;60;2;32;23;52;24;3
"'842122";"Machinery and apparatus for filtering or purifying beverages (excl.water)";0;0;0;0;0;0;0;0;316;7;31;0;0;0;2;2;43;0;42;3
"'820510";"Hand-operated drilling, threading or tapping hand tools";1;0;0;0;70;59;169;97;15;69;127;50;188;22;402;10;13;3;2;3
"'844240";"Parts of machinery, apparatus and equipment for preparing or making printing plates, cylinders ...";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;3
"'851420";"Furnaces and ovens functioning by induction or dielectric loss";2;0;0;0;0;0;0;0;0;0;0;21;0;8;0;1;2;24;0;3
"'680430";"Hand sharpening or polishing stones";14;15;3;5;1;5;10;6;4;1;2;65;2;3;15;20;9;2;14;3
"'080232";"Fresh or dried walnuts, shelled";0;0;0;0;0;0;0;0;0;0;0;1;6;1;0;0;2;21;0;3
"'020421";"Fresh or chilled sheep carcases and half-carcases (excl. lambs)";0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;3
"'030481";"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;55;6;1;6;3
"'392530";"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...";2;0;5;358;17;7;0;104;84;37;451;340;212;74;64;61;17;2;5;3
"'392043";"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...";1;3;74;26;8;2;16;20;246;3;17;72;9;11;10;0;9;13;4;3
"'481420";"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...";0;0;0;0;0;0;0;0;0;17;1;0;3;0;4;0;3;0;1;3
"'481099";"Paper and paperboard, coated on one or both sides with kaolin ""China clay"" or other inorganic ...";41;43;1306;1451;706;996;1131;471;0;0;0;4;9;0;3;54;1;0;0;3
"'521059";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...";0;2;0;18;1;617;7;92;7;5;105;46;14;0;46;22;22;5;0;3
"'081330";"Dried apples";1;0;0;0;0;0;0;0;7;0;0;25;4;9;3;0;0;0;0;3
"'120710";"Palm nuts and kernels";1;0;1;0;0;0;0;0;1;0;0;0;2;2;0;0;3;1;3;3
"'401170";"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;3;2;14;1;3
"'300693";"Placebos and blinded or double-blinded clinical trial kits for a recognised clinical trial, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"'820570";"Vices, clamps and the like (excl. accessories for and parts of machine tools or water-jet cutting ...";1;1;4;2;1;3;3;2;6;19;13;44;6;13;28;31;37;5;7;3
"'844512";"Combing machines for preparing textile fibres";0;33;123;0;16;0;0;0;0;21;0;0;0;0;0;279;0;0;0;3
"'846792";"Parts of pneumatic tools for working in the hand, n.e.s.";0;0;0;1;0;0;339;449;36;0;19;3;3;0;6;6;2;0;5;3
"'580640";"Narrow fabrics consisting of warp without weft assembled by means of an adhesive ""bolducs"", ...";3;0;6;2;13;18;12;1;11;99;241;334;662;198;14;10;9;12;1;3
"'540771";"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...";8;21;3;2;4;3;2;2;1;16;1;0;0;0;11;3;48;53;43;3
"'621510";"Ties, bow ties and cravats of silk or silk waste (excl. knitted or crocheted)";6226;4176;4692;4449;4940;5178;2938;3282;5905;6241;6368;3308;2758;3222;2929;809;3;1;2;3
"'848240";"Needle roller bearings, incl. cage and needle roller assemblies";0;0;1;1;0;0;6;3;0;5;1;6;13;0;0;5;9;1;1;3
"'845620";"Machine tools for working any material by removal of material, operated by ultrasonic processes ...";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;33;0;0;0;3
"'800700";"Articles of tin, n.e.s.";0;2;0;0;0;0;1;1;11;0;0;0;4;10;2;158;1;0;0;3
"'030382";"Frozen rays and skates ""Rajidae""";0;0;0;0;0;0;0;0;0;0;0;0;0;9;36;12;39;69;51;3
"'281512";"Sodium hydroxide ""caustic soda"" in aqueous solution ""soda lye or liquid soda""";671;1760;922;436;468;681;2350;2345;1121;22;682;10;0;6;72;1;15;0;4;3
"'320740";"Glass frit and other glass in the form of powder, granules or flakes";13;0;21;0;30;0;79;0;2;0;0;51;3;25;0;0;259;1;0;3
"'340510";"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...";0;0;0;3;6;7;8;2;6;11;4;4;12;7;49;7;10;25;6;3
"'843840";"Brewery machinery (excl. centrifuges and filtering, heating or refrigerating equipment)";2;0;0;391;0;0;0;0;313;0;0;0;0;0;0;0;0;0;0;3
"'843680";"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.";0;0;0;0;143;15;0;0;0;45;0;0;21;43;37;0;0;1;4;3
"'841891";"Furniture designed to receive refrigerating or freezing equipment";0;1;2;3;3;0;3;0;0;1;0;0;2;2;34;24;1;53;0;3
"'830610";"Bells, gongs and the like, non-electric, of base metal (excl. musical instruments)";1;0;1;0;2;0;0;0;1;2;0;0;1;0;98;0;1;1;0;3
"'722692";"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...";0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;1;13;4;1;3
"'731582";"Welded link chain of iron or steel (excl. articulated link chain, skid chain and stud-link ...";14;0;0;0;0;0;10;6;0;0;0;0;3;1;1;3;0;32;2;3
"'070951";"Fresh or chilled mushrooms of the genus ""Agaricus""";901;415;18;187;387;285;354;400;422;45;52;88;247;118;107;54;3;0;0;3
"'080840";"Fresh quinces";0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;6;8;1;1;3
"'071390";"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, ...";65;196;91;1;7;6;0;0;0;0;0;15;0;0;19;0;6;0;0;3
"'370790";"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...";116;15;6;1;12;112;70;108;10;195;50;132;37;102;69;33;58;9;5;3
